EMPLOYER_KEY,EMPLOYER_NAME,Certified_LCAs,New_Employment_Approval,Most_Common_SOC,Median_Prevailing_Wage_Level,Median_Annualized_Prevailing_Wage
internationalsolutionsgroup,International Solutions Group,2,2,Computer Systems Engineers/Architects,II,108118.6
intrinsicinnovation,Intrinsic Innovation,14,2,Robotics Engineers,III,153254
intupoint,INTUPOINT,3,2,Computer Programmers,II,83866
inventurecapitalcorporation,InVenture Capital Corporation,1,2,Software Developers,IV,176134
invertisitsolutions,INVERTIS IT SOLUTIONS,3,2,Computer Systems Analysts,II,105997
involveai,Involve.ai,1,2,Software Developers,I,102357
ionictechnologies,IONIC TECHNOLOGIES,10,2,Software Developers,II,103210
ipghealth,IPG Health,4,2,Advertising and Promotions Managers,II,109314.5
ipghealthdbamosaicgroup,IPG Health (d/b/a Mosaic Group,1,2,Advertising and Promotions Managers,NA,110458
ipgphotonicscorporation,IPG Photonics Corporation,1,2,Accountants and Auditors,IV,117645
ipivot,iPivot,15,2,Software Developers,II,103210
iprogram,IPROGRAM,3,2,Computer Programmers,II,85530
ipsosmma,Ipsos MMA,2,2,Data Scientists,II,90851.5
iqviards,IQVIA RDS,31,2,Statisticians,III,107619
irissoftsolutionscorporation,Iris Soft Solutions Corporation,2,2,Computer Systems Analysts,I,88296
ironclad,Ironclad,9,2,Software Developers,III,163509
irwin,Irwin,2,2,Software Developers,III,180960
islandpeerrevieworganization,Island Peer Review Organization,2,2,Clinical Data Managers,II,85841.5
isoftech,ISOFTECH,4,2,Software Developers,II,106526
ispero,ISPERO,2,2,Software Developers,II,106558
isuzutechnicalcenterofamerica,Isuzu Technical Center of America,5,2,Automotive Engineers,II,87589
itamerica,IT America,22,2,Software Developers,II,107411.5
itgenerationsoftware,IT GENERATION SOFTWARE,1,2,Software Developers,III,118352
itsyntax,ITSYNTAX,5,2,Software Developers,II,105997
itvorks,ITvorks,7,2,Software Developers,I,73757
itwonders,IT Wonders,1,2,Software Quality Assurance Analysts and Testers,II,97157
ixchelsolutions,ixchel solutions,1,2,Computer Systems Engineers/Architects,II,90002
jacksoncountymemorialhospitalauthority,Jackson County Memorial Hospital Authority,2,2,Medical and Clinical Laboratory Technologists,II,46197
jacksoncountyschneckmemorialhospital,Jackson County Schneck Memorial Hospital,1,2,Medical and Clinical Laboratory Technologists,I,37232
jacksonvilleindependentschooldistrict,Jacksonville Independent School District,2,2,"Elementary School Teachers, Except Special Education",I,49953.5
jacobsassociates,Jacobs Associates,2,2,Civil Engineers,II,111914.5
jacobsonmemorialhospitalcarecenter,Jacobson Memorial Hospital Care Center,3,2,Registered Nurses,II,71718.4
jagolink,Jago Link,1,2,Software Developers,I,91645
jamesrglidewelldentalceramics,James R. Glidewell Dental Ceramics,9,2,Software Developers,III,127878
jcraigventerinstitute,J. Craig Venter Institute,4,2,Bioinformatics Scientists,I,72394
jeanmartin,JEAN MARTIN,16,2,Software Developers,II,107234
jemezmountainpublicschools,JEMEZ MOUNTAIN PUBLIC SCHOOLS,1,2,"Secondary School Teachers, Except Special and Career/Technical Education",II,62890
jjtechsystems,JJ Tech Systems,5,2,Software Developers,II,105227
jmpstatisticaldiscovery,JMP Statistical Discovery,2,2,Software Quality Assurance Analysts and Testers,NA,101911
jmrobertson,J.M. Robertson,2,2,"Architects, Except Landscape and Naval",I,53706
johnjaycollegeofcriminaljusticecuny,"John Jay College of Criminal Justice, CUNY",2,2,"Postsecondary Teachers, All Other",NA,85204.5
johnmezzalinguaassociates,John Mezzalingua Associates,6,2,Software Quality Assurance Analysts and Testers,IV,109439.5
johnsonbrotherscorporationasouthlandcompany,"Johnson Brothers Corporation, a Southland Company",1,2,Civil Engineers,II,83554
jordanschooldistrict,Jordan School District,11,2,"Elementary School Teachers, Except Special Education",NA,51496
judgetechnicalservices,JUDGE TECHNICAL SERVICES,10,2,Software Developers,III,127316.79999999999
justiceactioncenter,Justice Action Center,2,2,Project Management Specialists,I,69836
jwchinstitute,JWCH Institute,2,2,Marriage and Family Therapists,II,100027
kaarya,Kaarya,1,2,Computer and Information Systems Managers,II,159765
kadlecregionalmedicalcenter,Kadlec Regional Medical Center,2,2,"Physicians, All Other",II,74464
kanapsystems,Kanap Systems,29,2,Software Developers,I,88962
kankentechnousa,Kanken Techno USA,2,2,Computer Systems Analysts,I,63440
kargoglobal,Kargo Global,3,2,Data Scientists,III,141170
kautex,Kautex,4,2,Industrial Engineers,IV,118674.5
kbibiopharma,KBI Biopharma,9,2,Biochemists and Biophysicists,II,99757
keefememorialhealthservicedistrict,Keefe Memorial Health Service District,2,2,Medical and Clinical Laboratory Technologists,II,56368
kencomanagementservices,Kenco Management Services,4,2,Industrial Engineers,III,107952
kentuckyonehealthmedicalgroup,KentuckyOne Health Medical Group,3,2,Cardiologists,II,318843
kentuckystateuniversity,Kentucky State University,2,2,"Agricultural Sciences Teachers, Postsecondary",I,66438.5
kerncountysuperintendentofschools,Kern County Superintendent of Schools,4,2,Software Quality Assurance Analysts and Testers,NA,119568
keylogic,KeyLogic,3,2,Environmental Engineers,II,78686
keylogicsystems,KeyLogic Systems,1,2,Chemical Engineers,I,81058
keystoneautomotiveindustries,Keystone Automotive Industries,1,2,Network and Computer Systems Administrators,IV,102232
kgpcoservices,KGPCo Services,1,2,"Electronics Engineers, Except Computer",I,83075
kgpcoservicesdbacircetusa,KGPCo. Services dba Circet USA,9,2,"Electronics Engineers, Except Computer",III,155438
kiddom,Kiddom,2,2,Computer and Information Research Scientists,II,185879.3
kidzmedicalservices,Kidz Medical Services,2,2,Geneticists,III,121982
kingsdaughtersmedicalspecialties,King's Daughters Medical Specialties,2,2,"Physicians, All Other",II,238514
kippchicagopublicschools,KIPP Chicago Public Schools,2,2,"Education Administrators, Kindergarten through Secondary",II,97100
klhealth,KL Health,3,2,Registered Nurses,II,70907.20000000001
kloudhive,Kloudhive,2,2,Information Security Analysts,III,128658.5
knightinfotech,Knight InfoTech,2,2,Computer Systems Analysts,I,70501.4
kohls,Kohls,16,2,Software Developers,III,143624
kollasoft,Kollasoft,23,2,Software Developers,II,90739
komodohealth,Komodo Health,7,2,Clinical Data Managers,III,142771
konamigaming,Konami Gaming,1,2,Software Developers,I,80746
kptech,KPTECH,3,2,Database Architects,II,100610
kyyba,Kyyba,13,2,Automotive Engineers,II,87588.8
lactalisheritagedairy,LACTALIS HERITAGE DAIRY,1,2,Quality Control Systems Managers,IV,149843
lakelandregionalhealth,Lakeland Regional Health,3,2,Medical and Clinical Laboratory Technologists,II,42952
lakelandregionalhealthdbalakelandregionalhealthmedicalcenter,Lakeland Regional Health dba Lakeland Regional Health Medical Center,1,2,Medical and Clinical Laboratory Technologists,II,42952
lakeviewloanservicing,Lakeview Loan Servicing,14,2,Software Developers,II,101109
lakhanijordanengineerspc,"LAKHANI & JORDAN ENGINEERS, PC",1,2,Mechanical Engineers,I,74027
lambenttechnologies,LAMBENT TECHNOLOGIES,1,2,Software Developers,I,84094
landisgyrtechnology,LandisGyr Technology,6,2,Software Developers,II,88244
lavsuntechnologies,LAVSUN Technologies,6,2,Software Developers,II,105664
ldesignstudio,L Design Studio,1,2,Interior Designers,II,61152
leadingedgesolutions,Leading Edge Solutions,1,2,Software Developers,II,105227
learcorporation,LEAR CORPORATION,8,2,"Electronics Engineers, Except Computer",III,120037
learneo,Learneo,3,2,Software Developers,IV,206315
legacyemanuelhospitalandmedicalcenter,LEGACY EMANUEL HOSPITAL AND MEDICAL CENTER,3,2,Registered Nurses,III,129604.8
legendsolutions,Legend Solutions,1,2,Software Developers,II,89190
lendemsolutions,Lendem Solutions,1,2,Data Scientists,II,92040
lessen,Lessen,1,2,Information Technology Project Managers,III,109782
letourneauuniversity,LeTourneau University,3,2,"Recreation and Fitness Studies Teachers, Postsecondary",I,43220
level3communications,Level 3 Communications,13,2,Software Developers,II,108826
levistraussco,Levi Strauss & Co,15,2,Software Developers,III,158642
lexingtoncityschools,Lexington City Schools,4,2,"Elementary School Teachers, Except Special Education",I,43443.5
lhbatterycompany,L-H Battery Company,2,2,Mechanical Engineers,I,78852.5
libertymutualtechnologygroup,Liberty Mutual Technology Group,40,2,Software Developers,IV,149781
libertyuniversity,Liberty University,2,2,"Engineering Teachers, Postsecondary",II,81997.5
life360,Life360,6,2,Software Developers,IV,159026.5
lightboxemployerllc,"LightBox Employer, L.L.C",1,2,Graphic Designers,III,76045
lillyusa,Lilly USA,1,2,Market Research Analysts and Marketing Specialists,IV,97906
liontree,LionTree,2,2,Financial and Investment Analysts,II,101467
liquidityservices,Liquidity Services,2,2,Information Technology Project Managers,III,115419
littlewoundschool,Little Wound School,1,2,"Elementary School Teachers, Except Special Education",IV,53180
littlewoundschoolboard,LITTLE WOUND SCHOOL BOARD,1,2,"Elementary School Teachers, Except Special Education",I,43470
livemindzservices,LiveMindz Services,24,2,Software Developers,II,91447.5
lockneygeneralhospitaldistrict,Lockney General Hospital District,2,2,Medical and Clinical Laboratory Technologists,II,38272
logancityschooldistrict,Logan City School District,2,2,"Elementary School Teachers, Except Special Education",NA,63728
logicalparadigm,Logical Paradigm,5,2,Software Quality Assurance Analysts and Testers,II,82180.8
logicinformationsystems,Logic Information Systems,4,2,Computer Programmers,II,93070
logikio,Logik.io,3,2,Software Developers,I,85363
logisticsolutions,Logistic Solutions,1,2,Software Developers,II,105996.8
longshine,Long Shine,2,2,Regulatory Affairs Managers,I,82014
lonzahouston,LONZA HOUSTON,8,2,Biochemists and Biophysicists,III,111851.5
louisianahealthserviceindemnitycompany,Louisiana Health Service & Indemnity Company,1,2,Computer Systems Engineers/Architects,III,108701
loyolauniversityneworleans,Loyola University New Orleans,5,2,"History Teachers, Postsecondary",II,62040
lucidtechnologies,LUCID TECHNOLOGIES,3,2,Software Developers,II,103418
lululemonusa,lululemon usa,29,2,Software Developers,III,163862
lunarenergy,Lunar Energy,2,2,Electrical Engineers,III,161793
luxoftusa,Luxoft USA,12,2,Software Developers,III,114472.5
luxotticaofamerica,Luxottica of America,10,2,Web and Digital Interface Designers,III,103882
luzcotechnologies,Luzco Technologies,1,2,Electrical Engineers,IV,125008
lyten,Lyten,2,2,Fuel Cell Engineers,II,148855.5
m2mcomputingsolutions,M2M COMPUTING SOLUTIONS,2,2,Information Technology Project Managers,II,90002
maerskagencyusa,Maersk Agency U.S.A.,4,2,Logisticians,III,119735
magnaelectronics,Magna Electronics,26,2,"Electronics Engineers, Except Computer",III,108846
magnaservicesofamerica,Magna Services of America,8,2,Computer Systems Engineers/Architects,II,109709.5
majesco,Majesco,13,2,Computer Systems Engineers/Architects,II,95139
malksustainabilitypartners,MALK SUSTAINABILITY PARTNERS,2,2,Data Scientists,I,93236
mamon11,Mamon11,1,2,Software Developers,I,95492.79999999999
manassasparkcityschools,Manassas Park City Schools,2,2,"Middle School Teachers, Except Special and Career/Technical Education",I,56850
manhattanassociates,MANHATTAN ASSOCIATES,37,2,Information Technology Project Managers,IV,123531
manhattaninstituteforpolicyresearch,Manhattan Institute for Policy Research,1,2,Survey Researchers,II,67038
maninvestmentsusaholdings,Man Investments USA Holdings,5,2,Financial Quantitative Analysts,IV,164174
manjusoftwaresolutions,MANJU SOFTWARE SOLUTIONS,6,2,Software Developers,I,92778
marcconsulting,MARC CONSULTING,3,2,Software Developers,I,93205
marianuniversity,Marian University,2,2,"Communications Teachers, Postsecondary",II,67225
maricopaassociationofgovernments,Maricopa Association of Governments,1,2,Environmental Engineers,II,78083
markinfotech,Mark Infotech,5,2,Software Developers,II,105997
marshalltechnologies,Marshall Technologies,4,2,Computer Systems Analysts,I,79227
marshmclennansharedservices,Marsh & McLennan Shared Services,10,2,Software Developers,II,116241
marveltechnologies,Marvel Technologies,9,2,Software Developers,II,97032
maryhitchcockmemorialhospital,Mary Hitchcock Memorial Hospital,12,2,Medical and Clinical Laboratory Technologists,I,53435.2
masoudkhorsandsahbaiemdpa,"Masoud Khorsand-Sahbaie, MD., P.A",3,2,"Physicians, All Other",NA,239200
massdesigngroupltd,"MASS Design Group, Ltd",1,2,"Designers, All Other",II,73299
masusholdings,MAS US Holdings,1,2,Industrial Production Managers,I,87256
matchgroupamericas,Match Group Americas,6,2,Software Developers,III,138361.5
maticrobots,Matic Robots,1,2,Mechanical Engineers,II,128690
mattelhq,Mattel HQ,10,2,Computer and Information Systems Managers,III,124488
maxlinear,Maxlinear,10,2,Electrical Engineers,III,145038
mayeesolutions,MAYEE SOLUTIONS,2,2,Software Developers,II,108826
mchprofessionalcare,MCH Professional Care,4,2,"Physicians, All Other",IV,239200
mclarenbayregion,McLaren Bay Region,2,2,Medical and Clinical Laboratory Technologists,III,58406.2
mcmindsitsolutions,MCMINDS IT SOLUTIONS,1,2,Software Developers,II,107036.8
mcneesestateuniversity,McNeese State University,1,2,Coaches and Scouts,I,38690
mcsquaredai,mcSquared AI,4,2,Data Scientists,I,76544
mediabrandsworldwide,MEDIABRANDS WORLDWIDE,7,2,Data Scientists,III,99424
medicalcaredevelopmentglobalhealth,Medical Care Development Global Health,2,2,Computer Network Support Specialists,I,56732
medicaldevicebusinessservices,Medical Device Business Services,2,2,Industrial Engineers,I,80163
medicalmutualofohio,Medical Mutual of Ohio,7,2,Software Developers,II,111010
mediterraneanshippingcompanyusa,Mediterranean Shipping Company (USA),5,2,Market Research Analysts and Marketing Specialists,II,66560
medstarmedicalgroupii,MedStar Medical Group II,18,2,"Physicians, All Other",II,194417.5
mellowsoft,MELLOW SOFT,14,2,Software Developers,II,105997
memorialhospitalflagler,Memorial Hospital Flagler,9,2,Medical and Clinical Laboratory Technologists,II,39707
mercerhealthbenefits,Mercer Health & Benefits,3,2,Actuaries,II,126277
mercuriaenergyamerica,Mercuria Energy America,10,2,Financial Quantitative Analysts,II,87651
merkle,Merkle,23,2,Data Scientists,II,103605
merlinai,Merlin AI,1,2,Operations Research Analysts,III,119371
metrocarestaffing,METRO CARE STAFFING,3,2,Physical Therapists,I,77979
metroinfectiousdiseaseconsultants,Metro Infectious Disease Consultants,3,2,"Physicians, All Other",III,239200
metsousa,Metso USA,1,2,Sales Engineers,NA,109660
mfcollaboration,M&F Collaboration,1,2,Industrial Engineers,II,87110
mhsubi,MH Sub I,9,2,Information Technology Project Managers,II,81099
miamichildrenshealthsystem,Miami Children's Health System,4,2,Dietitians and Nutritionists,II,61277
miamiuniversity,Miami University,8,2,"Computer Science Teachers, Postsecondary",I,47590
microprecisioncalibration,Micro Precision Calibration,6,2,Mechanical Engineers,I,66394
microsanconsultancyservices,Microsan Consultancy Services,2,2,Computer Systems Analysts,I,95752.5
milbankllp,MILBANK LLP,6,2,Lawyers,III,212826
millersvilleuniversityofpennsylvania,Millersville University of Pennsylvania,2,2,"Business Teachers, Postsecondary",NA,88301.26999999999
milliman,Milliman,6,2,Actuaries,II,120099.5
milwaukeeschoolofengineering,Milwaukee School of Engineering,1,2,"Computer Science Teachers, Postsecondary",I,74490
mindedgesolutions,Mindedge Solutions,1,2,Computer Programmers,II,83283
mindextechnologies,Mindex Technologies,1,2,Software Developers,I,73757
mindparcs,MINDPARCS,1,2,Computer Programmers,II,83283
mindq,MindQ,4,2,Software Developers,II,104603.5
minnesotaconferenceofseventhdayadventists,Minnesota Conference of Seventh-day Adventists,1,2,"Elementary School Teachers, Except Special Education",I,48590
miraclesoftwaresystems,MIRACLE SOFTWARE SYSTEMS,42,2,Software Developers,II,97032
miranibagdaithakkarassociates,MIRANI BAGDAI THAKKAR ASSOCIATES,2,2,Accountants and Auditors,I,71136
missourisouthernstateuniversity,Missouri Southern State University,1,2,"Recreation and Fitness Studies Teachers, Postsecondary",I,61909.92
missouristateuniveristy,Missouri State Univeristy,2,2,Coaches and Scouts,I,42715
missouristateuniversity,Missouri State University,5,2,"Business Teachers, Postsecondary",I,53930
mlaengineering,MLA Engineering,2,2,Civil Engineers,I,77584
mobicloud,MOBICLOUD,8,2,Software Developers,II,102980.8
mobilityware,MobilityWare,3,2,Software Developers,III,127878
