instnm,ein
Inver Hills Community College,411687554
Iona University,133508093
Iowa Central Community College,410906391
Iowa Lakes Community College,420929936
Iowa School of Beauty-Des Moines,421009287
Iowa School of Beauty-Sioux City,421009287
Iowa State University,426004224
Iowa Western Community College,420925013
Irene's Myomassology Institute,383207826
Irvine Valley College,952479872
Isabella Graham Hart School of Practical Nursing,160743134
Island Drafting and Technical Institute,111902727
Isothermal Community College,560841505
Itawamba Community College,646000500
Ithaca College,150532204
ITI Technical College,721203201
IVAEM College,660506711
Ivy Tech Community College,351180631
IYRS School of Technology & Trades,50470320
J D Academy of Salon and Spa,831912781
J F Ingram State Technical College,630506768
J Michael Harrold Beauty Academy,351694388
J Sargeant Reynolds Community College,541268266
J's Barber College,455264389
J. F. Drake State Community and Technical College,630439942
Jackson College,381795703
Jackson State Community College,620762815
Jackson State University,646000507
Jackson Theological Seminary,832693542
Jacksonville College-Main Campus,750957351
Jacksonville State University,636001099
Jacksonville University,590624412
James A. Rhodes State College,310802588
James Madison University,546001756
James Rumsey Technical Institute,556000297
James Sprunt Community College,560892755
Jamestown Business College,161185240
Jamestown Community College,166002650
Jarvis Christian University,750995027
Jay's Technical Institute,760506916
Jazz Barber and Hairstyling Academy,541721883
JB's Hair Design and Barber College,270905750
Jean Madeline Aveda Institute,232468697
Jefferson College,430793993
Jefferson Community and Technical College,616001218
Jefferson Community College,223065812
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,251193598
Jefferson Lewis BOCES-Practical Nursing Program,156008463
Jefferson Regional School of Nursing,710329353
Jefferson State Community College,630501357
Jenks Beauty College,731579077
Jersey College,270065816
Jewish Theological Seminary of America,130887640
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,221487258
Jna Institute of Culinary Arts,232203892
John A Gupton College,620730291
John A Logan College,370905504
John Amico School of Hair Design,264296881
John Brown University,710239576
John C Calhoun State Community College,630505871
John Carroll University,340714681
John D Rockefeller IV Career Center,556000325
John Jay Beauty College,720604167
John Patrick University of Health and Applied Sciences,300555447
John Paul the Great Catholic University,200471061
John Wesley International Barber and Beauty College,330505418
John Wood Community College,421027794
Johnny Matthew's Hairdressing Training School,454937522
Johns Hopkins University,520595110
Johnson & Wales University-Charlotte,50306206
Johnson & Wales University-Online,50306206
Johnson & Wales University-Providence,50306206
Johnson C Smith University,250983069
Johnson College,240795439
Johnson County Community College,480735009
Johnson University,626001104
Johnson University Florida,475271468
Johnston Community College,560937578
Joliet Junior College,362638684
Jones County Junior College,646000538
Jones Technical Institute,590972013
Jose Maria Vargas University,161643185
Josef's School of Hair  Skin & Body-Fargo,450433760
Josef's School of Hair  Skin & Body-Grand Forks,450306890
Joseph F McCloskey School of Nursing,231352202
Joseph's College Cosmetology,470464396
Joyce University of Nursing and Health Sciences,274239279
JT's Cuts Academy,815028677
Judson University,362515868
Jung Tao School of Classical Chinese Medicine,562057124
Juniata College,231352652
Jupiter Beauty Academy,204847141
Kairos University,460237098
KaiStar,301128027
Kaizen Beauty Academy,820769403
Kalamazoo College,381358014
Kalamazoo Valley Community College,381850178
Kankakee Community College,362612340
Kansas Christian College,480608889
Kansas City Art Institute,440546278
Kansas City Kansas Community College,480697720
Kansas City University,440545280
Kansas Health Science Center,825178988
Kansas State University,480771751
Kansas Wesleyan University,480543729
Kapiolani Community College,996000354
Kaskaskia College,370892167
Kauai Community College,996000354
KC Beauty Academy,263573424
KC's School of Hair Design,760742292
KCK Beauty & Barber Academy,465321129
KD Conservatory College of Film and Dramatic Arts,751620624
Kean University,222960726
Keck Graduate Institute,954625327
Keene Beauty Academy,20476243
Keene State College,26000937
Kehilath Yakov Rabbinical Seminary,113073915
Keiser University-Ft Lauderdale,591829662
Kellogg Community College,381942332
Kennebec Valley Community College,10416015
Kennesaw State University,580965786
Kenneth Shuler School of Cosmetology and Nails-Columbia,570739053
Kenneth Shuler School of Cosmetology-Columbia,570739053
Kenneth Shuler School of Cosmetology-Florence,570739053
Kenneth Shuler School of Cosmetology-Goose Creek,570739053
Kenneth Shuler School of Cosmetology-Greenville,570739053
Kenneth Shuler School of Cosmetology-North Augusta,570739053
Kenneth Shuler School of Cosmetology-Rock Hill,570739053
Kenneth Shuler School of Cosmetology-Spartanburg,570739053
Kenny's Academy of Barbering,351876201
Kent State University at Ashtabula,316402079
Kent State University at East Liverpool,316402079
Kent State University at Geauga,316402079
Kent State University at Kent,316402079
Kent State University at Salem,316402079
Kent State University at Stark,316402079
Kent State University at Trumbull,316402079
Kent State University at Tuscarawas,316402079
Kentucky Christian University,610510937
Kentucky Community and Technical College System,611320380
Kentucky Horseshoeing School,203084053
Kentucky Mountain Bible College,611103422
Kentucky State University,611099719
Kentucky Wesleyan College,610466713
Kenyon College,314379507
Keser Torah-Mayan Hatalmud,222892708
Kettering College,310621866
Kettering University,382410852
Keuka College,166054295
Keune Academy by 124,204381718
Keweenaw Bay Ojibwa Community College,10678043
Key College,650615684
Keystone College,240795441
Kiamichi Technology Center-McAlester,770773342
Kilgore College,756001909
King University,581363100
King's College,240804602
Kino College,262751975
Kirksville Area Technical Center,436001909
Kirkwood Community College,420924685
Kirtland Community College,381855318
Kishwaukee College,362610920
Klamath Community College,931211933
Knox College,370673513
Knox County Career Center,310725620
Kutztown University of Pennsylvania,232710197
Kuyper College,381368367
L Makeup Institute,262733938
L'esprit Academy,201309446
La Belle Beauty Academy,650008636
La Belle Beauty School,591686693
La James College of Hairstyling and Cosmetology,420923841
La James International College-Cedar Falls,421233630
La James International College-Davenport,421282284
La James International College-Ft Dodge,420925730
La James International College-Johnston,420762411
La Roche University,251125048
La Salle University,231352654
La Sierra University,330413730
LaBarberia Institute of Hair,371579460
Labette Community College,480698218
Laboure College of Healthcare,42134818
Lac Courte Oreilles Ojibwe University,391453493
Lackawanna College,240839402
Lafayette College,240795686
LaGrange College,580566199
Laguna College of Art and Design,952415066
Lake Area Technical College,466001273
Lake Erie College,340733165
Lake Erie College of Osteopathic Medicine,251698677
Lake Forest College,362167770
Lake Forest Graduate School of Management,237013253
Lake Land College,370896233
Lake Michigan College,381738980
Lake Region State College,450281889
Lake Superior College,411687554
Lake Superior State University,381880022
Lake Tahoe Community College,942317114
Lake Technical College,200940772
Lake Washington Institute of Technology,911523302
Lake-Sumter State College,591210132
Lakeland Community College,341011011
Lakeland University,390821861
Lakes Region Community College,900531902
Lakeshore Technical College,391086823
Lakeview College of Nursing,370692975
Lakewood School of Therapeutic Massage,833874644
Lakewood University,200391373
Lamar Community College,840644739
Lamar Institute of Technology,760694136
Lamar State College-Orange,746000298
Lamar State College-Port Arthur,760658056
Lamar University,746000298
Lamson Institute,942317605
Lancaster Beauty School,953506867
Lancaster Bible College,231484178
Lancaster County Career and Technology Center,231740421
Lancaster School of Cosmetology & Therapeutic Bodywork,10737958
Lancaster Theological Seminary,231353386
Lander University,570559320
Landmark College,222586208
Lane College,620570060
Lane Community College,930546223
Laney College,941590799
Langston University,736017987
Lanier Technical College,580964324
Lansdale School of Business,232014869
Lansdale School of Cosmetology Inc,232587775
Lansing Community College,381787641
Laramie County Community College,836009473
Laredo CHI Academy Beauty School,453751817
Laredo College,746001582
Larry's Barber College,562440707
Larry's Barber College,562440707
Larry's Barber College-Joliet,562440707
Las Positas College,941670563
Las Vegas College,472237488
LaSalle Tech,720795752
Lasell University,42103585
Lassen Community College,161644590
Latin American Bible Institute,952274207
Latin Beauty Academy,205769727
Laurel Business Institute,251499439
Laurel Ridge Community College,541268293
Laurel Technical Institute,20803203
Laurus College,300353535
Lawrence & Company College of Cosmetology,472569799
Lawrence & Company College of Cosmetology,460782243
Lawrence Memorial Hospital School of Nursing,42767880
